row_index,capture_date,source_asset_id,photo_url,current_classification_label,predicted_classification_label,predicted_species_common_name,predicted_variety_name,predicted_species_scientific_name,tomato_similarity,non_tomato_similarity,margin,confidence_tier,recommended_action,nearest_tomato_asset_id,nearest_non_tomato_asset_id,image_path
185,2026-03-02,AF1QipPc9T2qyGq07ITY9OjbRclKFUHdj2qELmCBzqEx,https://lh3.googleusercontent.com/pw/AP1GczOidSl5ZaP8yGhe0LDfK4U-AAvk_2PhEw4D9BaiJY2uJnkc57DqGBFGf2_2CmXygqqwchLBk_LhD3dhVCCm9QJ7BaeCWy-bUnn5FY7qoCVoC8JlpU1I,unknown,non_tomato,Turnip,Turnip,Brassica rapa subsp. rapa,0.617216,0.654827,0.03761,low,manual_review,AF1QipOyJ1f5YmuDH5yEFsgS-jiPJZezlWGcMT5fMGtw,AF1QipOFj7AJ4wBEzoSghT-FmoK39t8yyzYEN5BeNu8N,local/non_tomato_species/images/185_AF1QipPc9T2qyGq07ITY9OjbRclKFUHdj2qELmCBzqEx.jpg
137,2026-03-02,AF1QipNy6IAJ7g9snpcjVQBGuiZZFlZdom9VlZQ28rJM,https://lh3.googleusercontent.com/pw/AP1GczP51JGt-aWTM6F_8iwfCt3QQ_ndwGOrI_KUPptLMepuAx2WJXW5kO_6a30kkjotflSCdwKjObqts_pdASC8QLi6W6ymLkELKduV9tRL1c43N93JrR0p,unknown,tomato,Tomato,,Solanum lycopersicum,0.585842,0.548744,0.037098,low,manual_review,AF1QipPAAscveydu_pS2BDKBY5GW6c2PcX28PTEVjWAg,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/137_AF1QipNy6IAJ7g9snpcjVQBGuiZZFlZdom9VlZQ28rJM.jpg
162,2026-03-02,AF1QipOHuLfshOOdh8Xo38ggTDl_afVmKInYKsXrnFxH,https://lh3.googleusercontent.com/pw/AP1GczNmq0rpCORh7x5XOQM4X41JPmtdvHCLJcfBLpktCfBL-8ElFsB-BB0V9iEwZ7uN0D40t6ucipihj20F9amk3jqYLUwFveOpyriO55TDgTJ45VfwxxNA,unknown,tomato,Tomato,,Solanum lycopersicum,0.484127,0.449363,0.034764,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/162_AF1QipOHuLfshOOdh8Xo38ggTDl_afVmKInYKsXrnFxH.jpg
170,2026-03-02,AF1QipMe7FO1SjBH7GTrbV7jtxVy5T8knbjM5F4TVIJX,https://lh3.googleusercontent.com/pw/AP1GczPpynyaAyxjXsDatepfhdneM7wJZY0hZxxAgO9afdA3mgfs44tWMoDxjmxaYfRFq8xEPIhUI_Fu_ZOuAWIesTBQUjTwQLEEDTE83-N1dHaC0mZX1dWU,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.554209,0.585626,0.031417,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/170_AF1QipMe7FO1SjBH7GTrbV7jtxVy5T8knbjM5F4TVIJX.jpg
146,2026-03-02,AF1QipPXkj-TQco16R2-m7KECFNBzOYLPqyFLRydHEcA,https://lh3.googleusercontent.com/pw/AP1GczMf4vrPwqrqdLVYc2nYVYq_Vu6BiXoRxYWr2ZObZIK6rm1_D23ApFphDsgkJYjkaesdq4KJEUiUWjPRflqF_1oVyUL4EPdRV6_9BRWAh3xx3OZbo0l1,unknown,tomato,Tomato,,Solanum lycopersicum,0.793423,0.762374,0.031049,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/146_AF1QipPXkj-TQco16R2-m7KECFNBzOYLPqyFLRydHEcA.jpg
131,2026-03-02,AF1QipN5gfR3WxqZUS6uqKbhrX2BUa2lxLqM34NEwmur,https://lh3.googleusercontent.com/pw/AP1GczOU9-5YZu21qeUotW9CCgDo4UVeI7I5s23bDN_akKRCFGnmRLz9jwPg7Pll6j-DeRZdvv9vDwNCVoGDvfqa6YmJPT6j7iav8LvwikeLkyoSU-nYWPjl,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.617672,0.648597,0.030925,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/131_AF1QipN5gfR3WxqZUS6uqKbhrX2BUa2lxLqM34NEwmur.jpg
165,2026-03-02,AF1QipNuFJcWWc6ud1LTH3a-PTTM_2n58vs3oRYydqo4,https://lh3.googleusercontent.com/pw/AP1GczMw1vY-38bTvdENx8P_AFwcc8FLIZaGyPkZo3qLsUdj2eCrkhz9KoNgSB4D3WZ9NoIUinDObS94Ok8CzaZdsENNOlTCSnzt1Pr1-jjIlH4l2uF5ynpV,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.713019,0.743752,0.030733,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/165_AF1QipNuFJcWWc6ud1LTH3a-PTTM_2n58vs3oRYydqo4.jpg
148,2026-03-02,AF1QipOWNXDoEemZZiruSdTGmvtOgsuQLFvkupyZLk66,https://lh3.googleusercontent.com/pw/AP1GczOUotMqmooUO47N-vIi63oldxh3LLyaUKKCOTENNaRnlYGSsysYqaJGq5wf3RYkccIr9qZ0i_-aT6LWH_PrnMxWKQvXVfKe5I83eM4IgUlodJTFi0Jt,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.673466,0.703982,0.030516,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/148_AF1QipOWNXDoEemZZiruSdTGmvtOgsuQLFvkupyZLk66.jpg
171,2026-03-02,AF1QipNx-9sMXxHwQX74NBUUvMUq8hxSAHXMGJI5fXRz,https://lh3.googleusercontent.com/pw/AP1GczMSju0oEaKjyjL8DaNw8HcfU95K6vlNlvX7-YaqM40VboJaAuqY7UpfAcaMSraV9Q3kNvRCNpGMxs0UnUU_8f_jJe3N52wLKTJXzJKQK_EtbbE2GiDd,unknown,tomato,Tomato,,Solanum lycopersicum,0.68747,0.657288,0.030182,low,manual_review,AF1QipNjCXO2DCyYSPo8z8XBD0Ec50YkcouPnONL4iMi,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/171_AF1QipNx-9sMXxHwQX74NBUUvMUq8hxSAHXMGJI5fXRz.jpg
144,2026-03-02,AF1QipMaIfD8GDlR8AAiMdCihN1lzne_dHUawJ1g8Yj0,https://lh3.googleusercontent.com/pw/AP1GczMpCoKJRWQvFAzHL_sF5XAS4wAzrK4IaxETbIJ2Bt9Zs1K7gLA798CPrs6RJ07mrdmLvM2v0wUyCeHR--tjIpRjoZzlp761uxHfXVS1SXToLM8_CxMM,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.620187,0.645205,0.025018,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/144_AF1QipMaIfD8GDlR8AAiMdCihN1lzne_dHUawJ1g8Yj0.jpg
161,2026-03-02,AF1QipMheE1dSxPz40lTahvCA5UY2ErMbEBYOGTYM6Wt,https://lh3.googleusercontent.com/pw/AP1GczMVclHfeEFsQ2hfC-ZOnHBXi7ZNftZv2bUnFC_tBtgswQZYu9r57BbrZo9yhncRBjbafOryNk1VYWemLIrcik47np8d83kv0-ZIQbVI4RVB85ddcZrN,unknown,tomato,Tomato,,Solanum lycopersicum,0.50709,0.48212,0.02497,low,manual_review,AF1QipNP68Vw7mvYGsv5QBHZUceKBkEDLjdMJrAvrxd7,AF1QipOFj7AJ4wBEzoSghT-FmoK39t8yyzYEN5BeNu8N,local/non_tomato_species/images/161_AF1QipMheE1dSxPz40lTahvCA5UY2ErMbEBYOGTYM6Wt.jpg
190,2026-03-02,AF1QipPIviY86h9HnNqI_sSK1qNTYH9RqC65mr7HEEIc,https://lh3.googleusercontent.com/pw/AP1GczMuqvxJbyfyLXu7rP9ScBfHuEVgryNPOZwO03dd72D8u4FAih8-h4T-yKzQ9b6dRvv6OHFB5Z4QG_z49Tkue1c6qZEKSWFVNX_n7FGVKKUXBVBaDu5U,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.807159,0.828505,0.021347,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipND0gAwfUQ1xbVpfJqHJ7hJJjb6fhFYSQdo4CWe,local/non_tomato_species/images/190_AF1QipPIviY86h9HnNqI_sSK1qNTYH9RqC65mr7HEEIc.jpg
149,2026-03-02,AF1QipPPTw7XJRx8EH6PAjrXeW1cLf83QwBfLleagAJQ,https://lh3.googleusercontent.com/pw/AP1GczMOQGLfVk2tnVjDvsSRS4cO7Tg1KvKxs41M46tTUzHB7pjXoFrpQw05YsEhnG_InBZjxspTpStDr1LLMfGbGhqK4hVq_LQ7olOv8GbtXDSSok7B3Oky,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.623686,0.644681,0.020994,low,manual_review,AF1QipNjCXO2DCyYSPo8z8XBD0Ec50YkcouPnONL4iMi,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/149_AF1QipPPTw7XJRx8EH6PAjrXeW1cLf83QwBfLleagAJQ.jpg
138,2026-03-02,AF1QipP9MjBtBsvgqtG_9wjMlttUnNzGVCgEfGQJxcIO,https://lh3.googleusercontent.com/pw/AP1GczOAW0YJnMprvTRpSwGZIuqG-jX-1N6RRNWlnqi0Q3ggo54vLzguJtMGJmCQKiZNMyew31NPLzdjZa_3x-npZJ3rY_nx8-RJV3D-pAvk7MAi104sQrz_,unknown,tomato,Tomato,,Solanum lycopersicum,0.747372,0.726775,0.020597,low,manual_review,AF1QipOKLGjadxmA3cB21dGUO7lBOdTQURwF1BvGZdiR,AF1QipPy0PJSqnwpfWm_W4pspUcOt_QTWuAzcKvpBi_4,local/non_tomato_species/images/138_AF1QipP9MjBtBsvgqtG_9wjMlttUnNzGVCgEfGQJxcIO.jpg
173,2026-03-02,AF1QipP_lRnJVTUjHw_u9q0g99xFiyOGNmg9JgGdCyjK,https://lh3.googleusercontent.com/pw/AP1GczONuQoJ0ykid7wl6xN1Fg2yUEIftGHSoIIXsDBWJTjr0Bmbo073ptLuVEQh2zNQnG2r7kT05lwobidHOjjqVy0PHPHbrdARFKxLjyF6tgzM69hySr6x,unknown,tomato,Tomato,,Solanum lycopersicum,0.612195,0.594277,0.017919,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/173_AF1QipP_lRnJVTUjHw_u9q0g99xFiyOGNmg9JgGdCyjK.jpg
174,2026-03-02,AF1QipNbUPh0ZYrpwlf8C8DdP7DYftGoxiUpU6EMSHoR,https://lh3.googleusercontent.com/pw/AP1GczMdnZ39mUAgwoc84Rxnq00Fg1o556T4W7PmvDXaNwl1zGQR9E3pAuYyABT73dSJoD3lh5AdD5k5EECjmiWVOYO7YfcSv49o0haT7dBnIV19gMi40Ww9,unknown,tomato,Tomato,,Solanum lycopersicum,0.77123,0.754041,0.01719,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/174_AF1QipNbUPh0ZYrpwlf8C8DdP7DYftGoxiUpU6EMSHoR.jpg
154,2026-03-02,AF1QipPhU7p78epGmBC4FC6FOY5-ujTiyDSrggwDXVdQ,https://lh3.googleusercontent.com/pw/AP1GczNCgeluiypknK2OxsxcqdPlAX-NbUp4OdVE--1EpZy1AiAAdr_siN4ArR28Q6rr_usbnYpSzi3cLR2HN-vVEzcE3Lksj5FbXs-IK5AtJCCLuWhI11Xz,unknown,tomato,Tomato,,Solanum lycopersicum,0.618552,0.601867,0.016686,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/154_AF1QipPhU7p78epGmBC4FC6FOY5-ujTiyDSrggwDXVdQ.jpg
166,2026-03-02,AF1QipORK_RlfcA5EYwS2_UtbDn_xNRQRABKK9_Fkxy6,https://lh3.googleusercontent.com/pw/AP1GczPB7krEUyObYKK1RSReRo9DJK9iIAkB3zYed6f_VbU2bHnCbejRmeZne1clGOnBO9_937ks3x4hFA9HVD-cLgeqUNjAzGoadc_-Du-eMEomfLQU8qPR,unknown,tomato,Tomato,,Solanum lycopersicum,0.715857,0.699361,0.016496,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/166_AF1QipORK_RlfcA5EYwS2_UtbDn_xNRQRABKK9_Fkxy6.jpg
140,2026-03-02,AF1QipPJ0vshr3ZMKW54GtDen-TukUmWnG7PrnaiaF9f,https://lh3.googleusercontent.com/pw/AP1GczMMAucZeldlJSvwwp0D5cIHyhcTYVf2FX9uc73WvtwaeJ_dpZEWuVQzniHtcJZiV0x74eLXzE2KacRc47WZjjtAq4wl222Jn72Bm4N99hrTPvZvpikS,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.752126,0.768325,0.016199,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/140_AF1QipPJ0vshr3ZMKW54GtDen-TukUmWnG7PrnaiaF9f.jpg
183,2026-03-02,AF1QipNSDN45nrMljfJzK3Rod_6cqPHxGm5QbLgSEqRL,https://lh3.googleusercontent.com/pw/AP1GczNWoYi-9JlmdJ00NCnMPNzqsagK000IxKirHmJxWdevqYSgUIBrDvGRYUMK2u1EpDsWJz961mfZlzkcB5-47mptIoNwmR5HsIctGGiTa0SQfRygE6os,unknown,tomato,Tomato,,Solanum lycopersicum,0.6638,0.647768,0.016032,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/183_AF1QipNSDN45nrMljfJzK3Rod_6cqPHxGm5QbLgSEqRL.jpg
163,2026-03-02,AF1QipO8F_jK8jU-K27feRkAoX9sztXBBzsy26f_wuW2,https://lh3.googleusercontent.com/pw/AP1GczPExJ7tlh4oQVQwJumhBoAyywK0RYuEPmK4O2QQucTp_isHD0uL9jfFel56CpvMIv1zG_98l3BfZ7p-B2T0bUyYDOt6DCSbzVzntJxZ48xLrE_VFyT4,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.449414,0.465367,0.015953,low,manual_review,AF1QipOLVxSyli52QM5HMEqdgY_3saaI5bYdnoJgIolG,AF1QipP3uLTxp7JBdSEI1arLdrVpzmVWxPsfUREzogQc,local/non_tomato_species/images/163_AF1QipO8F_jK8jU-K27feRkAoX9sztXBBzsy26f_wuW2.jpg
143,2026-03-02,AF1QipNGhSt4pPmYcJwOrXFENjyjjdGClKtE80OAtgBt,https://lh3.googleusercontent.com/pw/AP1GczMcVJ14pfIuY0XhqN2n-LQAeWEdm-zn5jmha2GbdOcfGOrbjUUDFoh1UzET8ROf4Gvys0c_NPfBNIMwzb08g7O8BDju5WxvLNVAuC7uuh0Wh6R-ucAh,unknown,tomato,Tomato,,Solanum lycopersicum,0.756588,0.740771,0.015817,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/143_AF1QipNGhSt4pPmYcJwOrXFENjyjjdGClKtE80OAtgBt.jpg
155,2026-03-02,AF1QipPKHZGl_rd68Tg558KbJDS5x9Sz__Rz1DIZ2_F8,https://lh3.googleusercontent.com/pw/AP1GczNzmCLrAvGQqonjXH-IR1x7M0FKcp6yd570Bxv70eHRnvKyECgngbogyF18DEc0pE1cdM299TmRTgokGCcG9S_GOFzsoMtEiCZsSQAJMPKkq4r9gIVC,unknown,tomato,Tomato,,Solanum lycopersicum,0.546218,0.533259,0.012959,low,manual_review,AF1QipOLVxSyli52QM5HMEqdgY_3saaI5bYdnoJgIolG,AF1QipP3uLTxp7JBdSEI1arLdrVpzmVWxPsfUREzogQc,local/non_tomato_species/images/155_AF1QipPKHZGl_rd68Tg558KbJDS5x9Sz__Rz1DIZ2_F8.jpg
188,2026-03-02,AF1QipPcvIRPNKi8_pe0U80eFZHKdu6cSDGidOGtTuHw,https://lh3.googleusercontent.com/pw/AP1GczMXDLq_iiHamLz5SRxcqRnVTWdjIRZkmxkoY_QGKom1vI5V8cN_MnQNXqSjM1mFap-5VgEd-vtx08kBRJyTTDLsE3sGRm4Au6QCMFLi-m4zC31pCqkI,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.727483,0.739291,0.011808,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/188_AF1QipPcvIRPNKi8_pe0U80eFZHKdu6cSDGidOGtTuHw.jpg
181,2026-03-02,AF1QipPaEHh5Ou63o-uKT7SY-ty30c8VPPWNvyoh9Lu1,https://lh3.googleusercontent.com/pw/AP1GczN2fbbE3JvjT-L6PknPKXd6PZv342KbFb6cbKFLPDuWwweseeRUewzhkJ-udwx9jRfg_ZNtIQZTmVbpSPLVN2YO9oESB5gEEyV0xOAGUqEYqxy5IQ7T,unknown,tomato,Tomato,,Solanum lycopersicum,0.67309,0.663223,0.009867,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/181_AF1QipPaEHh5Ou63o-uKT7SY-ty30c8VPPWNvyoh9Lu1.jpg
156,2026-03-02,AF1QipNPIFsdeWrEwjQjtuzJMxvWfUwh9HG6YSPzxDwe,https://lh3.googleusercontent.com/pw/AP1GczOLeKoydRm3pDTy_CQH5dqYAZ4uoTd3N3HcadKzm0cI5nz6jbzHfytm1_yWYDbN1EvF5q2_SIdAPec1pgpN-5G12Y7FyTO0s8D3jLzsjftdHac5PR4C,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.606714,0.615179,0.008465,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/156_AF1QipNPIFsdeWrEwjQjtuzJMxvWfUwh9HG6YSPzxDwe.jpg
168,2026-03-02,AF1QipPxPXwvuEh9yPc76V6ncOYw-psd6O_dlPot69Oh,https://lh3.googleusercontent.com/pw/AP1GczNr2-4vPGn2uxKDeH5KCJpcenb3rsjmHvBXXskRFp2w3XvkkmSa3zgzQH4Mc-ofqwq27ByNp4NV2xJh1RsmH1HzlR7ENnQsuWyDLAULSZardzx1Qdbi,unknown,tomato,Tomato,,Solanum lycopersicum,0.736632,0.730016,0.006616,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/168_AF1QipPxPXwvuEh9yPc76V6ncOYw-psd6O_dlPot69Oh.jpg
189,2026-03-02,AF1QipN8GWIJ88fcj9l-N7OM9f9k9BEVmkALJ-PT0WKO,https://lh3.googleusercontent.com/pw/AP1GczNnKrWPtrWWmYU8dXgbYdXJqAUWqlQmqJinAGG79guH-40vd2JiHesH7w4sj1tWdDKu7_50Z_cR1NCnp_4j2L8v4nUA2C8wSHCx0fIFfUqZTjEZwRfO,unknown,tomato,Tomato,,Solanum lycopersicum,0.758851,0.75253,0.006321,low,manual_review,AF1QipM1i3MSJ0yhTT2hSftqHOFdl3W_wWqD5xJY0F34,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/189_AF1QipN8GWIJ88fcj9l-N7OM9f9k9BEVmkALJ-PT0WKO.jpg
175,2026-03-02,AF1QipMYjSqsZN_qSD0zZZAHj01L01TOXu5RekX5b5JG,https://lh3.googleusercontent.com/pw/AP1GczPILK70gltMdgUgKTPpAJu0qVZI17SEjy-VPT06rupEkqcKSuE0aeMwk467U0TiGKTvBOpOlYEje-AGrt9QhN-m02qgdYVwLnXw-qZeYP4FFpBqMLsc,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.745392,0.75153,0.006137,low,manual_review,AF1QipOKLGjadxmA3cB21dGUO7lBOdTQURwF1BvGZdiR,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/175_AF1QipMYjSqsZN_qSD0zZZAHj01L01TOXu5RekX5b5JG.jpg
130,2026-03-02,AF1QipMNNZIH90tEgpPyhaxsnfP-hJOTOlGnpT4LJE-8,https://lh3.googleusercontent.com/pw/AP1GczMAxYh4-d6irP2iTGkDxhgot4RmO5TLXnR3s-fpR-u455QVDZLDycj6aphjobofhhHwaXX1YLVdFVWHvMn_FMImRLx3xPZIBKBm1SnLxkg3m4RK-yuA,unknown,tomato,Tomato,,Solanum lycopersicum,0.571679,0.566551,0.005128,low,manual_review,AF1QipOyJ1f5YmuDH5yEFsgS-jiPJZezlWGcMT5fMGtw,AF1QipOFj7AJ4wBEzoSghT-FmoK39t8yyzYEN5BeNu8N,local/non_tomato_species/images/130_AF1QipMNNZIH90tEgpPyhaxsnfP-hJOTOlGnpT4LJE-8.jpg
152,2026-03-02,AF1QipOjGNsCfv-tsYGHyarrQMs3nTrPZltmVklIGjzg,https://lh3.googleusercontent.com/pw/AP1GczOEDchXRSSx0UeN_b1wzWYw_e7KQUEEIjfdWpujamBEl6svnZEJj1z8DtrGH0G-jSMqsEL2inbNZd9lOoWqNVv8XSNBvmchWizDrWr5y5c-9gSdrr6u,unknown,tomato,Tomato,,Solanum lycopersicum,0.734969,0.731363,0.003607,low,manual_review,AF1QipOyJ1f5YmuDH5yEFsgS-jiPJZezlWGcMT5fMGtw,AF1QipOAixlyabr6w5IntjDZchh5IVfv3jAqII7bUhAI,local/non_tomato_species/images/152_AF1QipOjGNsCfv-tsYGHyarrQMs3nTrPZltmVklIGjzg.jpg
151,2026-03-02,AF1QipOXV9RPCht4humiqjFC8X2wZPbgc1GRiF0kDTVf,https://lh3.googleusercontent.com/pw/AP1GczMIFhrCzfuLQ_0SzwjiD-xfQhoG92jI9i8ZsnnzZSmn-YYbbUpuHoGByySeuJT7R82J3UDlfpl6drHoZDZeWh3hPokUSvfF-0Upt5O4s4g6NDT4hu4B,unknown,tomato,Tomato,,Solanum lycopersicum,0.59576,0.593028,0.002732,low,manual_review,AF1QipNjCXO2DCyYSPo8z8XBD0Ec50YkcouPnONL4iMi,AF1QipMhYY3ADKACHG7cdnyQKr5EB6ubpjjpWykvU06O,local/non_tomato_species/images/151_AF1QipOXV9RPCht4humiqjFC8X2wZPbgc1GRiF0kDTVf.jpg
147,2026-03-02,AF1QipNxkrkshUxF_lwJu2ljDa0QtGjjNslDLkJolfsD,https://lh3.googleusercontent.com/pw/AP1GczOI3WbVUB3hF4Jp2S05-p7hO9eV3lp7wmflgZ9y03pTUCkdQcrDZdPkpyTlE8JxS8qr9XBTGjDSeF0WkLQqTnFeiDQ9DndPIb5J3EmXqdNN_T-QletX,unknown,non_tomato,Spinach,Spinach,Spinacia oleracea,0.572385,0.573236,0.00085,low,manual_review,AF1QipNjCXO2DCyYSPo8z8XBD0Ec50YkcouPnONL4iMi,AF1QipP3uLTxp7JBdSEI1arLdrVpzmVWxPsfUREzogQc,local/non_tomato_species/images/147_AF1QipNxkrkshUxF_lwJu2ljDa0QtGjjNslDLkJolfsD.jpg
