run_date,row_index,pot_id,pot_number,source_asset_id,photo_url,image_path,matched_variant_count,ensemble_numbers_detected,task,full_crop_path,center_crop_path,label_crop_path
2026-03-03,211,20T,20,AF1QipPkgnyypn3snognmRLDB7QIRFRdNmYUjl9EJKNX,https://lh3.googleusercontent.com/pw/AP1GczPVFqJYrCapaIWK5X6u_PBCwg7gQ5zh6QQbEPc1i4YNjCGR1Em5Zx34S5bwSR22uoGOrJDvW22GIbAWBQfbnZ6pTvyzDxurMCIIkD9kwOxztSI15XbE,local/non_tomato_species/images/211_AF1QipPkgnyypn3snognmRLDB7QIRFRdNmYUjl9EJKNX.jpg,0,"1,2,3,4,5,6,7,8,9",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_20T_211_AF1QipPk_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_20T_211_AF1QipPk_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_20T_211_AF1QipPk_label.jpg
2026-03-03,212,21T,21,AF1QipPEpgznX41EVSn6fQzNJ1hpY3ycxdr4FZilQW1o,https://lh3.googleusercontent.com/pw/AP1GczPiXVWQKv4EHbQZPAOM3jyGkrcF_CKNSJk6Q2WYGYA5o6rKUTevdVtf7CtMhDV-XEJoHfh2LM8pnAAW1majsMhaHz5i-6FqCalvxmZRJ-DkBmGNnqt_,local/non_tomato_species/images/212_AF1QipPEpgznX41EVSn6fQzNJ1hpY3ycxdr4FZilQW1o.jpg,0,"1,2,3,4,7,8",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_21T_212_AF1QipPE_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_21T_212_AF1QipPE_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_21T_212_AF1QipPE_label.jpg
2026-03-03,213,22T,22,AF1QipMsDUGnxS79E7_WoI_7NxF7fHUh6BvOKFBgfhcq,https://lh3.googleusercontent.com/pw/AP1GczNKdYTUQ50pLGXk8o1H-GcGPE6dXYwGUINPuFIijDL4fw5I3RCiDk13_7MB1u8Rwyjn7sSYqtevr0p4n6P0-vRjevwA_nwWkODXmTIimMcUPIL3jkQ2,local/non_tomato_species/images/213_AF1QipMsDUGnxS79E7_WoI_7NxF7fHUh6BvOKFBgfhcq.jpg,0,"1,2,3,4,5,7,8,9",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_22T_213_AF1QipMs_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_22T_213_AF1QipMs_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_22T_213_AF1QipMs_label.jpg
2026-03-03,214,23T,23,AF1QipNn5vMpanOPkpPAKnrrPSeDd46wS93gtvU-6WZt,https://lh3.googleusercontent.com/pw/AP1GczOTKEeS8_bC-A4dTrlHv3UDidnq10v45WCAJa6gSGEvtGIRz85bhTmuyfxq2SvYEaGdkEPYKeUlAf8plG5i53KVwp-OBXP_KMZjFnm3v_9zWvprldin,local/non_tomato_species/images/214_AF1QipNn5vMpanOPkpPAKnrrPSeDd46wS93gtvU-6WZt.jpg,0,"1,2,4,5,7",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_23T_214_AF1QipNn_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_23T_214_AF1QipNn_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_23T_214_AF1QipNn_label.jpg
2026-03-03,215,24T,24,AF1QipOTOQvTm9iHbRCegUwCNFBBeamvN050qPcmOyHW,https://lh3.googleusercontent.com/pw/AP1GczOzP05vA9EQQQ0Jchl_61kQ1vyx4hvjIAu7kYM5qzOQweMfo5TF_oiKBIk4zcmMP0YQiaOL6otGdQO7USurPkNS_dPwESw0U9V9W-0akjAHtcLLGU09,local/non_tomato_species/images/215_AF1QipOTOQvTm9iHbRCegUwCNFBBeamvN050qPcmOyHW.jpg,0,"1,2,3,4,7,8,9,12,27,34",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_24T_215_AF1QipOT_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_24T_215_AF1QipOT_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_24T_215_AF1QipOT_label.jpg
2026-03-03,216,8T,8,AF1QipMR-12_Yg9z0pC-Zdc7L1grL2JyvMiu-j3CHyJ7,https://lh3.googleusercontent.com/pw/AP1GczPFRBfbOscSrZ3WXSu99KBdXsTbAfucXS8_SZMaRlE5bLIpMvHDhB3B4wbtfhafA76uyPJF05t8W61cckJOn2FwMmHqOVfuDObEjDp8Wzt_PF5uXPSN,local/non_tomato_species/images/216_AF1QipMR-12_Yg9z0pC-Zdc7L1grL2JyvMiu-j3CHyJ7.jpg,0,"2,4,7,9,16",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_8T_216_AF1QipMR_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_8T_216_AF1QipMR_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_8T_216_AF1QipMR_label.jpg
2026-03-03,217,26T,26,AF1QipNQSY8POjX0y58IpttpzwWEangr5Mz4AUwJKK00,https://lh3.googleusercontent.com/pw/AP1GczM8L54WRJDPzpRw2kHMDLCSt2fJKZOdjGMZS5_ktL-piK1i7e24b_wnoM2zIfqV-Q2jqtpDafkAL0Dy8RQgRJ9Dg_XVwPopLekift_-SiovxtmCpEIG,local/non_tomato_species/images/217_AF1QipNQSY8POjX0y58IpttpzwWEangr5Mz4AUwJKK00.jpg,0,"1,2,3,4,5,7,8,9",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_26T_217_AF1QipNQ_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_26T_217_AF1QipNQ_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_26T_217_AF1QipNQ_label.jpg
2026-03-03,219,28T,28,AF1QipN-nQQqBnw4RH0LMF1KGVQFPln2mqKp8rU90fBT,https://lh3.googleusercontent.com/pw/AP1GczMsS8aWWderfhpTIIaV7Z-m4KD5LBLBrfx5hT8rLLDmCMYD9HG8elrPKJKM6p1CZzQY2_i7KXbS3CPdd3_dvKMT4CuL_1jXQ8OrVNi_7_mdWdycnPi_,local/non_tomato_species/images/219_AF1QipN-nQQqBnw4RH0LMF1KGVQFPln2mqKp8rU90fBT.jpg,0,"2,3,4,5,6,7,8,9",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_28T_219_AF1QipN-_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_28T_219_AF1QipN-_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_28T_219_AF1QipN-_label.jpg
2026-03-03,220,29T,29,AF1QipPZkMkXgKoNRQ69aYhOolnnWupNOJ8h1LcNn6UW,https://lh3.googleusercontent.com/pw/AP1GczNNISrr2MIbFbXDIrkM3tUGIXadwEKWgv1c0VLuPbMhW45uI2sJNmddBFkyXZZxiB18Kyq67Z_tV-kSR2iNG_5iJ7JFD3Qgv8Rd1xt8bb2dt9jPy5zW,local/non_tomato_species/images/220_AF1QipPZkMkXgKoNRQ69aYhOolnnWupNOJ8h1LcNn6UW.jpg,0,"2,4,5,7,8,9,15,20,24,38",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_29T_220_AF1QipPZ_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_29T_220_AF1QipPZ_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_29T_220_AF1QipPZ_label.jpg
2026-03-03,221,47T,47,AF1QipN6Oa_15K2uCsM9IF9F3FqYkjFXEjspMaPNSb4e,https://lh3.googleusercontent.com/pw/AP1GczNlEF2VCRktaIj0HejGF1ujv-JZ1ExQhYKg8Gw2C0G_sZC3a4ZVaAajwS-JXZligXxvJuOcbIOPgb8-bLX1vX7J-itQ6Sv49sr_S2vW1HAPIFR3FEns,local/non_tomato_species/images/221_AF1QipN6Oa_15K2uCsM9IF9F3FqYkjFXEjspMaPNSb4e.jpg,0,"1,2,4,7,8",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_47T_221_AF1QipN6_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_47T_221_AF1QipN6_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_47T_221_AF1QipN6_label.jpg
2026-03-03,222,31T,31,AF1QipOdgxIiwKHj9WVaitSC6WOJHfJipKuToCH5xkbt,https://lh3.googleusercontent.com/pw/AP1GczOHDfcm8qP1Ec_7o98DcjG-PN8S0BapgO1M7dP1WmdjtKkzA7cSnInY43ThgEZSnzQdIDRj3OwWTPluxNqrcoJdn2Bff6tDCuC9SMWH2kIpQuZh8L1Q,local/non_tomato_species/images/222_AF1QipOdgxIiwKHj9WVaitSC6WOJHfJipKuToCH5xkbt.jpg,0,"2,4,5,7,8,18",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_31T_222_AF1QipOd_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_31T_222_AF1QipOd_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_31T_222_AF1QipOd_label.jpg
2026-03-03,223,32T,32,AF1QipOqHvQ0s0xhqtoj6_q9niviXFyO4BSslIAecnP2,https://lh3.googleusercontent.com/pw/AP1GczMexy2hkdHic0O2miy_riinPfeYuDTAupVd-zVJFyZDcdxflnqi5VfzRtarAM4BG5Gj7zVkHY9ApWDRK6X_WdN7Nyjr05vDbwlWksvbDzdJAOCuTof8,local/non_tomato_species/images/223_AF1QipOqHvQ0s0xhqtoj6_q9niviXFyO4BSslIAecnP2.jpg,0,"1,2,3,4,5,7,8",human_label_pot_number_and_variety,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_32T_223_AF1QipOq_full.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_32T_223_AF1QipOq_center.jpg,data/research/v1_6/ocr_recovery_2026-03-03_cropfix/manual_label_queue/2026-03-03_32T_223_AF1QipOq_label.jpg
