run_date,context_id,row_index,source_asset_id,capture_date,captured_at,photo_url,classification_label,pot_id,packet_number,variety_name,species_common_name,labeling_method,confidence,lifecycle_stage,potting_date,day_one_photo_date,day_since_potting,experiment_day,final_status,review_stage,resolution_source,review_status_label,mapping_status,mapping_note
2026-03-06,context_default,343,AF1QipPI2pXtfWLZ3VeoyoVY6v_dHGjfeuzMgC5vkuz8,2026-03-06,2026-03-06T09:16:08.271000-08:00,https://lh3.googleusercontent.com/pw/AP1GczOYMEYiiACtJRu_dKUO6oNfUEh6FMgYWs23-_VKLj52C5j_v5XuJAWIfv6RF_s37GN2dYWx7JvDM6xbf5hCB4-L9LCpINQID4S_1bsaiml4sIKGHsBr,unknown,1T,7,Sunset's Red Horizon,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,344,AF1QipMYUrlHPLADC3csrjCt32b1HybGfjf3e14Kk7dF,2026-03-06,2026-03-06T09:16:10.226000-08:00,https://lh3.googleusercontent.com/pw/AP1GczMjgz9PwefxbA2kyW8SDsyGfiODB66qffhm83yFsxpAQsqyLeXnb5j6LGFs8QNW4WcpwWsNB9GzBQI0eq1VchuKe5Yspm4dlIoz0Qsmk7e-vc-Z-C_G,unknown,2T,4,Taxi,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,345,AF1QipOrHeCcYZvkkt5tg63qZJYqKIj6I9BJCJevQ2Ge,2026-03-06,2026-03-06T09:16:16.718000-08:00,https://lh3.googleusercontent.com/pw/AP1GczOjpoQpxTYSF425QFsz0zNKtfnEpFn3ZRNQsiS6LG8NWN6-_CLfNEAnwe7jaPcDD4kBV2ZnUCDhVeaOYnMf1KzYlygsXF7CAv1cadiQcfALMyxtrHAY,unknown,3T,7,Sunset's Red Horizon,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,346,AF1QipNx5FWycEZSxZzb900dxF7JTQbuzpQMwPAWE3E9,2026-03-06,2026-03-06T09:16:28.604000-08:00,https://lh3.googleusercontent.com/pw/AP1GczPh7RUHlPu0jrNE39eXwGoahenm7_lble2CRAs8fblwealX_xadI5XD027KUCL2nlcIjWS6wU1O1Sdp_hwKi_-f99T9_z75qW8VC2gpYMWT6dpOlLNl,unknown,4T,1,San Francisco Fog,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; ocr_confirms_pot_number; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,347,AF1QipOmNtHeKULW2k0u_PoGYCVCiIZ8gYT3ahhfs0Lr,2026-03-06,2026-03-06T09:16:31.046000-08:00,https://lh3.googleusercontent.com/pw/AP1GczOXd3EB-ArnpXnHkZ9LCUcAMtSGAVHNVPzdSsA5UpJbgqtzByW1XwytHlJkL67TNQxruk6C3mDolOvcABnjkxNhg4QEF2e0iYQYVYB57QnPqbYkUKze,unknown,5T,1,San Francisco Fog,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,348,AF1QipMXZK67TZZUJ6foJusGUlAr1u_06CYi_mEwXLAv,2026-03-06,2026-03-06T09:16:43.906000-08:00,https://lh3.googleusercontent.com/pw/AP1GczMmFohkR_utcfYFlvrpzXjLvmucPmFP6cuUSZAJySA1HD0mWKsAvtzJY0BGrQ2CsvOqtDd6z-RX4MzA4qcHdKLVDkwHaQUl60NszkzoLxqtE-ECyGJh,unknown,6T,1,San Francisco Fog,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,349,AF1QipO4_hkq404qd0F8SNncyQvr1te4atDMUYBZiPe-,2026-03-06,2026-03-06T09:16:47.325000-08:00,https://lh3.googleusercontent.com/pw/AP1GczNiSp9-ZP-ZPUNp0ohgYIehr51Y_ZV-BKoqjBZGnqmrE1h67D95z6EcrHtxNqlT60TkZAgBubknHjvKL-ePIUGPZN75gOD5Eq4WsQwP7OBB2NOIUz9E,unknown,7T,9,Sasha Altai,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,350,AF1QipOW6V-Yc2KHVuQY0q7y8p9KEEDJFvTB0CEvI_bw,2026-03-06,2026-03-06T09:16:50.754000-08:00,https://lh3.googleusercontent.com/pw/AP1GczNniP7L3Z2svMX91fvJX7byX2-srinnkB6AIc_ylBCAB8EWneHErcm2o9g8JG6RwTQLktbg-WAF64uEj52n5Mkq6OwLpLn2wqL-qR5HlPyZw3vjbD0x,unknown,8T,3,Iles Yellow Latvian,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,351,AF1QipN_v-8gF1t8JLOu3c3GA-03DP05nOfafcdZXwid,2026-03-06,2026-03-06T09:16:55.277000-08:00,https://lh3.googleusercontent.com/pw/AP1GczNrLlzx4SuS_8SY8V40sXR5YQV6vjREs7iieCLUHiGyyc9pgljRvlVT1lp5HwJztlW1-DlsjqfioXtSearokvTw18dKeRD01h7Z9ebp2-ECvisdJOf9,unknown,9T,3,Iles Yellow Latvian,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
2026-03-06,context_default,352,AF1QipOOap0kp_I_QGobag3vfcfyMe8Sd--x8qj_mAap,2026-03-06,2026-03-06T09:17:05.154000-08:00,https://lh3.googleusercontent.com/pw/AP1GczMfBKMvKnMq1WLqTwHGlBawwt_EOoDcFAwdQlOqHf-3olFUtlVyOB8fU9YQDuojoD2NS_gNtySM08h1K1mq6xx3zuupaZCw1R9U_uyoMIVoTG16pJHl,unknown,10T,3,Iles Yellow Latvian,unknown,ocr_unresolved,0.4,sapling,2026-02-24,2026-02-25,10,10,ready_auto_resolved,none,manual_override,Ready (Auto-Resolved),ok,pot_id_inferred_from_run_sequence; label_not_tomato_run_assumed_tomato; variety_from_series_number_map; series_from_manual_pot_override
